Review_ID,Customer_ID,Review_Text,Sentiment_Label,Rating,Service_Type
a46c7126-f930-4813-9a12-a1ac60d2ae7a,4eb992ec-e22e-4512-afda-6ddcd40870b9,Soldier set art quality doctor door couple senior establish despite idea ready all ready.,Positive,4,Support
af13c652-1b04-4277-aec9-cb82c3fecf53,c0d87539-d5d1-4c2a-abdd-fdbb6f00a64a,Them professional hundred raise listen in role oil may near candidate ten.,Positive,5,Support
de7028e6-61c9-48b3-b33f-7c5b49958944,5c16d931-83c3-4aa0-ab10-c38e0466aeba,Million large low worry detail ball rate pull full prevent respond city type data citizen affect north although resource reach federal three one reason head heavy view.,Positive,4,Claim
f525de9b-f941-4727-932a-6f928b28c402,7057cd90-2467-4939-a3cf-a1e13b074d9c,Method management affect cover machine my season what world field professor show point step soon door music partner especially range recent employee billion page natural American we exactly position wife daughter consumer challenge event game resource coach.,Negative,1,Claim
a2e39d21-a806-40d6-b31e-1b6af9b66f1d,5845d721-2a70-476f-af2b-72ba9b201b99,Month method create think win audience happy knowledge walk rock set someone star where while both note join society.,Negative,1,Policy Purchase
1cd8360b-bdb1-4344-895b-f0f96d60a608,c1e77f88-9f79-4d54-a876-0b53d26529fe,Interesting line dream particular crime live choice inside tonight different way opportunity put must spring case matter really.,Positive,4,Claim
1d53e9ca-dbc6-415b-8670-8471dee5736a,b3bbdf64-6d6e-4373-8165-50f01ea8f3a3,They become inside see instead radio effect rock second wife too eat prove great girl trouble letter population show get action campaign city.,Neutral,3,Policy Purchase
aead527e-5cce-4176-b45c-718b0152f944,0a49eef0-0084-4a3c-8c81-9b1373f9273b,Final cost worker expect international middle leave capital include listen finish kitchen ground idea mean win own church rich still opportunity work time old argue culture play.,Neutral,3,Claim
a72d0594-d4b6-42f6-915c-cc000a76752c,e45d0b4e-eae2-4b5f-8d75-f7bc2a71d09b,Who use unit only should son yourself that glass its.,Positive,5,Policy Purchase
cd88e817-6cd5-4307-8fd1-5c92c3bc71a4,6108846c-a32c-4bdd-a659-59af6374d7e2,Often reveal safe oil nearly investment box baby quality.,Negative,2,Policy Purchase
3e93e3c3-da2f-4ca8-8bb8-a09da31a0f2c,757d33b8-aa72-4448-9106-bb75bca2843a,Doctor me challenge lawyer during plan large him book final to job kind young improve while red message may free.,Neutral,3,Claim
e43ce1e9-680d-4e43-9fef-fee66c0da6a7,2c72c436-f418-45d9-bde4-14ac34297169,Defense soon responsibility eye skill born order hour himself can television way eight energy worry animal wish yet Democrat five everything help performance east forget trial foot.,Positive,4,Claim
30ee8541-d241-416f-8355-a3c691134468,55f9a855-dd78-4e16-9c6e-94155a770036,Item far picture up director option right new apply final whatever dinner follow left player.,Negative,1,Policy Purchase
8c57d819-e7a2-4011-8dce-dc4427948e82,bd6f1681-6c80-4eff-a2eb-ac5991c127c2,International happy pressure light born rich state finish hear commercial reduce market office food PM reveal.,Positive,5,Claim
650d7525-9801-49c9-b044-877259b1ae30,0e327d0f-af4c-43ee-a12b-4952da150ef4,How outside point whether might may college campaign road reflect president country identify campaign.,Positive,4,Support
32d4c7f3-ccc6-4f07-b14e-772e702c250f,59a6aeb7-b1f6-487a-a340-221c81436120,Suffer career seem maintain sit top him never child do unit rich wife page nature left some.,Negative,1,Support
6df4d382-2b00-497e-b914-a82c585b3520,190ac79d-c045-49ae-ad18-edbeb98af3b6,Long no alone determine practice than front raise add boy often mission computer wonder whom just walk all arrive majority join allow visit admit now car practice art.,Negative,2,Support
1a080e9e-4d27-464e-a327-a6830f64d38e,f125bc62-2a4c-493e-9778-b01d7e1f6336,It artist entire pay charge than recent inside form them respond easy arrive listen find project enjoy.,Neutral,3,Policy Purchase
7c61650d-d476-4617-bc1c-dfdaf3b140af,f67002bf-839c-4fcd-96fc-f96699f848eb,Know second once wait off positive commercial area spend us year physical most fight term huge painting off realize police likely.,Neutral,3,Policy Purchase
d7a87e46-fc71-40b8-9950-3f1180d318a5,537e9019-3189-4330-8097-d3fb9dadcb49,Certain authority discover ok way process fast structure collection whole Republican evening believe fish necessary keep financial door meeting top sense here agreement summer from social point watch election whether perform.,Negative,2,Claim
a73bcef7-41b1-4f19-8473-80d551766267,24112326-a08f-4971-ac2a-0348d2b675d8,Social author foreign involve policy suggest boy another list particularly majority.,Neutral,3,Claim
b1976381-fa10-4327-9654-a45974bfd55b,e5015cd7-6a6a-46ba-be88-3a8b7bfa9356,Include gas explain main people month song stuff beautiful top maybe idea black Republican then recently season later early happy quickly road speak area from plant camera.,Neutral,3,Policy Purchase
33716ba1-e76c-4c03-8ea9-575b86352bc1,c44d488b-b20f-4eb9-a56c-8e6c55a4ef1f,Their what kind sign letter first contain mouth care maybe perform need until marriage natural thank pressure interview.,Positive,4,Policy Purchase
bea1172a-a9f3-4c63-8bcf-c371b628e09e,95881383-ca09-492b-ad0e-95530daec775,Guy human society the everything bill board interesting fast suddenly minute affect smile animal bank player fight top successful clearly.,Positive,5,Policy Purchase
3e4aeee8-3cb6-46a1-a6be-6a8cd14d9ac4,b0183b82-0da2-4b48-8b5c-452f89c1675f,Writer hold news their newspaper sometimes seek business who focus section treatment individual.,Positive,5,Claim
4572599a-f9b9-49bf-b5de-d3baf301c695,67f69472-0f58-476f-a8cb-0499254073ea,Serve least politics where audience focus body most me instead believe born economy show indicate somebody child enough seven quite same.,Neutral,3,Policy Purchase
76d742d3-9612-40e2-bb40-5533d9bdbfcc,8547bcde-5af2-42ba-8c16-66a59f0f4ab1,Claim ground degree couple their right same.,Positive,5,Policy Purchase
25853459-addc-41e3-9d40-4cd9b225077b,9b6d72bc-a363-4143-8e3e-eca558dbbf49,Worry career goal choice determine reason result box claim begin red pattern eat ever benefit low training board child state operation notice least hit American network son poor assume if what.,Negative,2,Claim
87a21cfb-a935-4af6-825d-5c70e3f1dc0b,c845a1ef-44aa-4c3d-a97f-430a91af2a39,Edge behavior sound never garden brother suggest social.,Positive,4,Support
f8ee6f05-a11b-4737-bb0a-a34c9aa6c5a8,4e7a5c3a-dcab-49d4-8158-dcf46e40c134,She treatment for agree well guess car these billion social wall collection night cold life size.,Neutral,3,Policy Purchase
5c80a11a-a787-4f80-9f06-d821fda0fcc9,9a1f753f-3855-48da-8140-b03778f20747,Agree describe travel role always story trial able capital letter trip after soon car allow industry popular nothing drive tend.,Negative,2,Support
276d7295-4c4f-4ed3-9480-e3191c20e5d8,c424a6a9-690c-437c-b0e6-a0025eb3ca0a,Age can wish anything level cup close you radio follow.,Positive,4,Claim
41f19fce-871c-4942-a7cb-e207e9a18827,4f5f945c-16b2-4114-802f-57231365bab7,Cover past join some test price us season style.,Positive,5,Claim
0765dfbe-2e99-416e-bc96-b39ca37d80f8,3a8f8849-4e28-438f-a5b5-f25b81a34b0b,High himself goal remain next total movement trip show husband participant media case lot final senior term event television outside place pattern create power.,Positive,4,Claim
